letters,required,score,words
uontari,u,137,31
glyohnp,p,83,23
glyohnp,n,64,15
glyohnp,h,44,9
glyohnp,o,112,36
glyohnp,y,95,19
glyohnp,l,98,26
glyohnp,g,44,11
uontrgi,u,376,58
uontrgi,t,461,81
uontrgi,o,406,73
uontrgi,r,391,68
edohari,i,291,57
edohari,a,386,79
edohari,h,294,58
edohari,o,234,48
luecdhk,k,130,27
luecdhk,h,122,25
luecdhk,c,169,34
luecdhk,u,200,42
luecdhk,l,198,43
beconmi,i,158,32
beconmi,m,152,35
beconmi,n,185,44
beconmi,o,175,44
beconmi,c,160,32
beconmi,e,138,34
beconmi,b,73,18
eovtarp,p,417,87
eovtarp,t,498,100
eovtarp,a,411,86
eovtarp,v,141,32
eovtarp,o,373,76
bedntag,g,245,48
bedntag,t,363,73
bedntag,a,518,102
bedntag,n,398,76
bedntag,b,276,58
ludntgi,u,199,36
ludntgi,t,188,36
ludntgi,l,199,40
ludntgi,d,154,27
lfyorgi,i,81,22
lfyorgi,g,99,27
lfyorgi,r,80,22
lfyorgi,o,113,34
lfyorgi,y,83,20
lfyorgi,f,77,22
lfyorgi,l,110,30
ryeconm,m,162,36
ryeconm,n,175,37
ryeconm,o,236,54
ryeconm,c,184,34
ryeconm,y,92,17
ectaxri,i,310,55
ectaxri,x,85,15
ectaxri,a,446,83
ectaxri,t,491,90
ectaxri,c,339,60
wehntri,i,544,99
wehntri,t,582,108
wehntri,n,406,76
wehntri,h,337,63
wehntri,w,318,65
jchakgi,i,47,10
jchakgi,g,16,2
jchakgi,k,35,8
jchakgi,a,34,6
jchakgi,h,41,9
jchakgi,c,43,10
jchakgi,j,22,3
lcotaki,i,155,38
lcotaki,k,83,26
lcotaki,a,204,47
lcotaki,t,180,50
lcotaki,o,153,47
lcotaki,c,212,55
lcotaki,l,202,60
uectxri,i,158,30
uectxri,x,52,10
uectxri,t,216,43
uectxri,c,163,33
uectxri,u,132,27
ubcohtk,k,63,16
ubcohtk,t,84,23
ubcohtk,h,85,20
ubcohtk,o,109,32
ubcohtk,c,103,22
ubcohtk,b,60,15
ubcohtk,u,81,19
lbearpi,i,333,66
lbearpi,p,328,69
lbearpi,a,457,96
lbearpi,b,333,64
lbearpi,l,420,88
wechngi,c,114,22
wechngi,w,125,24
wechngi,h,158,32
wechngi,e,135,29
lfenagi,a,491,89
lfenagi,l,538,101
lfenagi,e,432,82
lfenagi,f,294,55
econvta,a,249,52
econvta,t,297,62
econvta,v,99,24
econvta,n,322,71
econvta,o,270,61
econvta,c,272,54
econvta,e,293,68
luednri,u,328,63
luednri,l,303,63
luednri,n,393,73
luednri,i,419,81
wledtar,t,603,109
wledtar,l,535,102
wledtar,w,408,82
wledtar,a,792,158
odntrgi,t,241,51
odntrgi,o,350,71
odntrgi,d,244,46
odntrgi,r,265,57
lbentak,k,110,31
lbentak,a,290,76
lbentak,t,252,58
lbentak,n,202,48
lbentak,e,327,86
lbentak,b,184,48
lbentak,l,256,62
lfubedm,m,190,36
lfubedm,b,239,45
lfubedm,u,343,70
lfubedm,l,361,74
lfubedm,f,180,40
ecdvnti,i,511,93
ecdvnti,v,279,47
ecdvnti,n,431,78
ecdvnti,t,393,71
ecdvnti,c,285,47
mbodhri,i,51,9
mbodhri,r,64,17
mbodhri,h,41,7
mbodhri,d,52,15
mbodhri,o,86,26
mbodhri,b,49,13
mbodhri,m,56,15
lbecark,k,177,43
lbecark,a,384,90
lbecark,c,217,45
lbecark,b,279,59
lbecark,l,264,59
bentamk,k,50,15
bentamk,m,127,33
bentamk,a,203,56
bentamk,t,174,44
bentamk,n,160,37
bentamk,e,209,63
bentamk,b,104,28
eontxri,i,264,50
eontxri,x,70,12
eontxri,t,402,86
eontxri,n,302,62
eontxri,o,236,52
lybenar,a,380,90
lybenar,n,156,36
lybenar,b,254,57
lybenar,y,178,40
lybenar,l,273,61
gohtarp,p,112,29
gohtarp,r,171,42
gohtarp,a,162,42
gohtarp,t,167,44
gohtarp,h,80,19
gohtarp,o,162,43
gohtarp,g,60,14
ubodtag,g,51,12
ubodtag,a,82,25
ubodtag,t,86,28
ubodtag,d,45,13
ubodtag,o,104,30
ubodtag,b,65,18
ubodtag,u,67,20
beconak,k,89,28
beconak,a,138,34
beconak,n,150,43
beconak,o,159,43
beconak,c,128,32
beconak,e,85,32
beconak,b,119,32
recdoam,c,445,84
recdoam,o,475,99
recdoam,m,465,97
recdoam,a,544,114
lcnamgi,c,337,49
lcnamgi,l,463,74
lcnamgi,a,623,105
lcnamgi,m,423,69
leontai,i,430,77
leontai,a,452,81
leontai,t,563,109
leontai,n,533,105
leontai,o,366,71
leontai,e,455,90
leontai,l,413,90
luybcpi,i,57,13
luybcpi,p,51,12
luybcpi,c,45,9
luybcpi,b,52,12
luybcpi,y,58,10
luybcpi,u,69,17
luybcpi,l,70,21
rwfeonm,m,99,28
rwfeonm,n,92,24
rwfeonm,o,148,42
rwfeonm,f,116,24
rwfeonm,w,89,23
bovtari,i,141,27
bovtari,r,194,42
bovtari,a,203,41
bovtari,t,196,43
bovtari,v,54,7
bovtari,o,164,38
bovtari,b,130,27
echnami,i,209,44
echnami,m,207,47
echnami,a,217,48
echnami,n,248,50
echnami,h,110,21
echnami,c,230,46
echnami,e,207,47
rcohamp,p,111,34
rcohamp,m,128,35
rcohamp,a,175,45
rcohamp,h,124,28
rcohamp,o,195,49
rcohamp,c,170,40
rcohamp,r,146,40
gdntapi,a,328,60
gdntapi,t,257,47
gdntapi,d,126,22
gdntapi,p,235,43
edotarg,g,657,109
edotarg,a,861,154
edotarg,t,796,134
edotarg,o,624,114
rlbeoam,m,339,78
rlbeoam,a,428,98
rlbeoam,o,250,66
rlbeoam,b,391,86
rlbeoam,l,349,83
eontami,i,480,81
eontami,m,480,99
eontami,a,512,90
eontami,t,596,111
eontami,n,643,115
eontami,o,405,74
eontami,e,485,98
luecdnk,k,184,37
luecdnk,n,209,40
luecdnk,c,143,29
luecdnk,u,254,52
luecdnk,l,229,44
gentmzi,t,216,44
gentmzi,e,224,49
gentmzi,m,153,33
gentmzi,z,56,8
lyeohtg,g,71,15
lyeohtg,t,102,25
lyeohtg,h,105,23
lyeohtg,o,132,33
lyeohtg,e,135,32
lyeohtg,y,88,16
lyeohtg,l,116,33
rlyonam,m,207,51
rlyonam,a,269,63
rlyonam,n,118,34
rlyonam,o,234,60
rlyonam,y,192,39
rlyonam,l,177,41
rlyonam,r,185,42
mecarpi,i,343,69
mecarpi,p,380,80
mecarpi,m,248,59
mecarpi,a,364,85
mecarpi,c,319,65
lyberzi,i,119,24
lyberzi,z,35,4
lyberzi,b,125,24
lyberzi,y,69,15
lyberzi,l,100,26
ecdhvai,i,222,50
ecdhvai,a,182,41
ecdhvai,v,142,31
ecdhvai,h,121,28
ecdhvai,c,223,45
wyodark,k,74,15
wyodark,r,152,38
wyodark,a,130,30
wyodark,d,149,35
wyodark,o,137,34
wyodark,y,123,25
wyodark,w,121,24
kecnari,i,209,43
kecnari,k,150,35
kecnari,a,261,58
kecnari,n,218,50
kecnari,c,243,51
wluenag,g,148,37
wluenag,a,177,48
wluenag,n,118,32
wluenag,e,162,41
wluenag,u,80,19
wluenag,l,160,45
wluenag,w,69,19
ucdovti,i,63,11
ucdovti,t,58,13
ucdovti,v,41,7
ucdovti,o,74,16
ucdovti,d,66,13
ucdovti,c,39,7
ucdovti,u,34,7
cdhntgi,c,133,24
cdhntgi,t,176,32
cdhntgi,d,96,17
cdhntgi,h,165,34
luydagi,i,75,18
luydagi,g,84,20
luydagi,a,89,23
luydagi,d,94,25
luydagi,y,118,25
luydagi,u,47,14
luydagi,l,128,39
ecdonrk,k,219,49
ecdonrk,c,518,95
ecdonrk,n,390,74
ecdonrk,o,588,118
lfyenti,i,293,67
lfyenti,t,289,63
lfyenti,n,254,48
lfyenti,e,296,67
lfyenti,y,137,24
lfyenti,f,190,44
lfyenti,l,239,56
lbcnagi,c,247,37
lbcnagi,l,365,63
lbcnagi,b,248,41
lbcnagi,a,466,81
lyconai,i,227,41
lyconai,a,266,50
lyconai,n,245,49
lyconai,o,218,51
lyconai,c,287,55
lyconai,y,187,34
lyconai,l,274,60
ueotarg,g,297,64
ueotarg,a,344,77
ueotarg,t,445,95
ueotarg,o,308,71
ueotarg,u,184,44
wledorp,l,447,93
wledorp,w,305,62
wledorp,o,622,132
wledorp,p,450,93
wednark,k,256,50
wednark,a,583,119
wednark,n,435,85
wednark,w,389,80
ecdontp,p,236,49
ecdontp,n,456,86
ecdontp,t,374,70
ecdontp,o,456,96
ecdontp,c,320,55
lymotrp,p,110,30
lymotrp,r,105,28
lymotrp,t,100,28
lymotrp,o,173,56
lymotrp,m,66,18
lymotrp,y,80,16
lymotrp,l,88,26
lmeorpi,i,270,59
lmeorpi,p,302,74
lmeorpi,m,218,56
lmeorpi,o,208,59
lmeorpi,l,200,56
uyconap,p,85,21
uyconap,a,112,21
uyconap,n,96,21
uyconap,o,97,24
uyconap,c,105,20
uyconap,y,96,18
uyconap,u,55,12
weonari,i,149,31
weonari,a,165,41
weonari,n,168,44
weonari,o,109,26
weonari,w,176,42
wlbongi,l,319,59
wlbongi,w,202,33
wlbongi,o,424,80
wlbongi,b,290,49
uqntagi,u,164,27
uqntagi,q,64,8
uqntagi,t,268,46
uqntagi,a,243,42
bechngi,c,83,16
bechngi,h,105,20
bechngi,e,159,30
bechngi,b,109,18
fconrgi,c,166,29
fconrgi,f,151,26
fconrgi,o,283,55
fconrgi,r,216,38
lecdoak,k,193,42
lecdoak,a,252,56
lecdoak,o,271,62
lecdoak,c,305,67
lecdoak,l,300,72
ecdotmp,p,180,41
ecdotmp,m,207,50
ecdotmp,t,228,50
ecdotmp,o,301,74
ecdotmp,c,143,29
uknamgi,u,100,15
uknamgi,a,234,42
uknamgi,k,71,14
uknamgi,m,220,39
yecdovn,v,104,19
yecdovn,n,217,44
yecdovn,o,242,48
yecdovn,c,206,36
yecdovn,y,91,17
bectaki,i,118,25
bectaki,k,76,22
bectaki,a,148,37
bectaki,t,125,33
bectaki,c,114,24
bectaki,e,81,28
bectaki,b,106,28
lcontmi,i,182,45
lcontmi,m,117,28
lcontmi,t,151,39
lcontmi,n,170,38
lcontmi,o,204,56
lcontmi,c,155,32
lcontmi,l,109,37
wbcodri,i,39,7
wbcodri,r,59,17
wbcodri,d,45,13
wbcodri,o,70,20
wbcodri,c,46,9
wbcodri,b,30,8
wbcodri,w,34,8
ecdothr,c,462,76
ecdothr,t,503,91
ecdothr,h,369,66
ecdothr,o,647,124
lydvtai,i,166,40
lydvtai,a,138,33
lydvtai,t,86,20
lydvtai,v,109,21
lydvtai,d,135,30
lydvtai,y,141,27
lydvtai,l,154,38
lybtari,i,217,44
lybtari,r,209,41
lybtari,a,280,61
lybtari,t,226,42
lybtari,b,174,31
lybtari,y,181,31
lybtari,l,179,40
wontkgi,k,114,27
wontkgi,t,210,41
wontkgi,w,183,36
wontkgi,o,225,49
lfuevnt,t,137,30
lfuevnt,n,127,23
lfuevnt,v,81,12
lfuevnt,e,180,41
lfuevnt,u,100,21
lfuevnt,f,103,23
lfuevnt,l,147,32
cntarpi,i,264,51
cntarpi,p,134,33
cntarpi,r,200,42
cntarpi,a,326,70
cntarpi,t,299,61
cntarpi,n,219,40
cntarpi,c,218,39
cohntgi,c,269,46
cohntgi,t,333,58
cohntgi,o,326,58
cohntgi,h,229,44
luyqdti,i,70,19
luyqdti,t,46,12
luyqdti,d,56,15
luyqdti,q,34,6
luyqdti,y,55,13
luyqdti,u,51,13
luyqdti,l,70,19
uecdonm,m,217,44
uecdonm,n,362,69
uecdonm,o,353,72
uecdonm,c,296,50
uecdonm,u,182,33
ecdhaki,i,175,41
ecdhaki,k,112,27
ecdhaki,a,150,33
ecdhaki,h,142,34
ecdhaki,c,227,50
yecntri,i,336,63
yecntri,n,320,58
yecntri,t,387,72
yecntri,c,165,28
yecntri,y,111,20
fbnargi,a,401,75
fbnargi,f,130,24
fbnargi,b,233,41
fbnargi,r,367,66
fuconrk,k,69,20
fuconrk,r,88,21
fuconrk,n,67,16
fuconrk,o,112,31
fuconrk,c,83,21
fuconrk,u,60,14
fuconrk,f,37,11
leconti,i,460,85
leconti,t,456,89
leconti,n,467,90
leconti,o,407,85
leconti,c,416,74
leconti,e,503,95
leconti,l,336,76
uecdohp,p,172,41
uecdohp,o,213,49
uecdohp,h,150,32
uecdohp,c,181,38
uecdohp,u,100,21
ueovnrp,p,182,46
ueovnrp,v,138,28
ueovnrp,n,169,38
ueovnrp,o,148,41
ueovnrp,u,126,27
lydhnai,i,88,23
lydhnai,a,106,26
lydhnai,n,70,16
lydhnai,h,35,9
lydhnai,d,99,23
lydhnai,y,97,20
lydhnai,l,100,28
ohnaxgi,x,27,5
ohnaxgi,a,98,21
ohnaxgi,o,79,18
ohnaxgi,h,50,10
lfumbri,i,58,16
lfumbri,r,53,13
lfumbri,b,48,13
lfumbri,m,50,13
lfumbri,u,81,21
lfumbri,f,69,19
lfumbri,l,77,23
wedvrpi,i,477,89
wedvrpi,v,273,47
wedvrpi,w,201,41
wedvrpi,p,276,54
yeontmp,p,139,37
yeontmp,m,136,34
yeontmp,t,182,45
yeontmp,n,156,39
yeontmp,o,184,53
yeontmp,e,203,57
yeontmp,y,94,19
lyecnai,i,259,45
lyecnai,a,256,50
lyecnai,n,265,51
lyecnai,c,261,47
lyecnai,e,194,41
lyecnai,y,173,29
lyecnai,l,286,58
ueqdtar,u,200,40
ueqdtar,q,119,17
ueqdtar,t,354,66
ueqdtar,a,370,74
wlbedor,l,440,92
wlbedor,w,354,72
wlbedor,o,593,125
wlbedor,b,394,80
udontgi,u,229,40
udontgi,t,278,51
udontgi,d,223,39
udontgi,o,306,58
leovtag,g,164,40
leovtag,a,233,57
leovtag,t,199,47
leovtag,v,99,25
leovtag,o,141,41
leovtag,e,247,59
leovtag,l,242,64
odntagi,a,395,67
odntagi,t,418,70
odntagi,o,391,69
odntagi,d,242,41
wglonpi,l,278,55
wglonpi,w,190,32
wglonpi,o,367,72
wglonpi,p,270,47
wfecork,k,100,25
wfecork,o,153,38
wfecork,c,110,24
wfecork,f,89,19
wfecork,w,92,22
edvtarg,a,691,133
edvtarg,v,232,40
edvtarg,t,465,80
edvtarg,g,451,80
rfentmp,p,108,23
rfentmp,m,83,18
rfentmp,t,186,41
rfentmp,n,119,22
rfentmp,f,92,18
lbecdmi,i,285,62
lbecdmi,m,181,38
lbecdmi,c,120,24
lbecdmi,b,194,35
lbecdmi,l,247,54
lbecari,i,358,69
lbecari,a,466,95
lbecari,c,284,53
lbecari,b,367,71
lbecari,l,406,83
fybetai,i,49,14
fybetai,a,85,25
fybetai,t,106,32
fybetai,e,72,27
fybetai,b,78,23
fybetai,y,58,13
fybetai,f,68,20
reohmzi,i,87,18
reohmzi,z,25,5
reohmzi,m,95,24
reohmzi,o,96,22
reohmzi,h,55,12
fecdarp,c,328,63
fecdarp,f,218,42
fecdarp,a,525,110
fecdarp,p,373,71
lbentai,i,340,72
lbentai,a,398,88
lbentai,t,411,91
lbentai,n,349,74
lbentai,e,497,109
lbentai,b,290,65
lbentai,l,431,94
fubodnm,m,44,13
fubodnm,n,79,20
fubodnm,d,67,19
fubodnm,o,85,26
fubodnm,b,49,13
fubodnm,u,77,18
fubodnm,f,48,12
leotxpi,i,149,33
leotxpi,p,150,42
leotxpi,x,60,12
leotxpi,t,173,44
leotxpi,o,130,37
leotxpi,e,183,46
leotxpi,l,178,50
lubecar,a,331,72
lubecar,c,233,48
lubecar,b,281,63
lubecar,u,246,57
lubecar,l,379,81
fehodar,a,286,64
fehodar,f,206,45
fehodar,o,277,61
fehodar,h,197,40
edotxrp,t,421,79
edotxrp,p,377,74
edotxrp,o,497,102
edotxrp,x,88,14
wedontm,m,214,51
wedontm,t,292,66
wedontm,n,285,65
wedontm,o,326,81
wedontm,w,167,37
ledhntg,g,109,23
ledhntg,t,154,32
ledhntg,n,153,32
ledhntg,h,83,17
ledhntg,l,136,29
gntarpi,a,660,112
gntarpi,t,518,88
gntarpi,r,499,84
gntarpi,p,348,62
conamgi,c,273,46
conamgi,o,298,57
conamgi,a,390,72
conamgi,m,325,60
bodnagi,a,250,45
bodnagi,o,259,51
bodnagi,d,238,41
bodnagi,b,269,46
rlfyeom,m,94,24
rlfyeom,o,125,36
rlfyeom,y,100,21
rlfyeom,l,105,32
rlfyeom,f,135,31
fyenrgi,y,112,20
fyenrgi,f,288,51
recohnm,m,157,34
recohnm,n,190,40
recohnm,o,287,65
recohnm,h,156,29
recohnm,c,257,46
fecdark,k,130,28
fecdark,c,268,53
fecdark,f,217,44
fecdark,a,366,82
lycamgi,i,131,26
lycamgi,g,97,19
lycamgi,m,102,26
lycamgi,a,182,43
lycamgi,c,131,25
lycamgi,y,108,21
lycamgi,l,171,39
uontark,k,56,16
uontark,r,158,41
uontark,a,121,32
uontark,t,151,44
uontark,n,115,32
uontark,o,124,39
uontark,u,78,23
wecdohr,c,303,57
wecdohr,w,195,44
wecdohr,h,188,39
wecdohr,o,401,83
wlfongi,l,288,55
wlfongi,w,204,35
wlfongi,o,334,67
wlfongi,f,185,33
yjeontm,m,100,24
yjeontm,t,114,29
yjeontm,n,113,27
yjeontm,o,107,30
yjeontm,e,123,32
yjeontm,j,26,3
yjeontm,y,61,10
lyehtar,a,574,119
lyehtar,t,557,106
lyehtar,h,293,60
lyehtar,y,263,49
lyehtar,l,385,75
edvnagi,a,337,67
edvnagi,v,279,56
uhntkgi,u,109,20
uhntkgi,t,208,38
uhntkgi,h,144,28
uhntkgi,k,90,17
leontap,p,333,83
leontap,a,432,95
leontap,t,435,93
leontap,n,289,71
leontap,o,245,71
leontap,e,436,107
leontap,l,379,94
lbedapi,i,350,73
lbedapi,p,356,73
lbedapi,a,479,101
lbedapi,b,352,71
lbedapi,l,629,128
umenrgi,u,275,45
umenrgi,m,287,53
fecdvti,i,268,54
fecdvti,t,191,37
fecdvti,v,130,22
fecdvti,c,201,34
fecdvti,f,131,25
ruecotm,m,197,46
ruecotm,t,359,81
ruecotm,o,341,75
ruecotm,c,209,40
ruecotm,u,231,49
fcodngi,c,153,25
fcodngi,f,103,20
fcodngi,o,262,50
fcodngi,d,160,28
luyotag,g,91,25
luyotag,a,151,36
luyotag,t,125,33
luyotag,o,140,36
luyotag,y,119,21
luyotag,u,71,20
luyotag,l,160,41
rfeohtm,m,157,39
rfeohtm,t,346,77
rfeohtm,o,342,75
rfeohtm,h,197,38
rfeohtm,f,181,38
lbontgi,t,283,55
lbontgi,l,361,71
lbontgi,o,458,91
lbontgi,b,284,51
lovntai,i,298,56
lovntai,a,317,59
lovntai,t,283,54
lovntai,n,306,55
lovntai,v,157,27
lovntai,o,271,53
lovntai,l,218,53
luedntr,u,458,87
luedntr,t,501,88
luedntr,l,271,50
luedntr,n,538,94
retampi,i,511,100
retampi,p,544,108
retampi,m,385,90
retampi,a,576,121
retampi,t,669,135
lbontai,i,283,55
lbontai,a,353,66
lbontai,t,314,64
lbontai,n,317,57
lbontai,o,336,70
lbontai,b,218,45
lbontai,l,251,60
lybeona,a,186,48
lybeona,n,187,48
lybeona,o,202,54
lybeona,e,176,49
lybeona,b,213,55
lybeona,y,163,34
lybeona,l,215,57
eovtaxr,x,61,9
eovtaxr,t,276,59
eovtaxr,a,177,39
eovtaxr,v,123,26
eovtaxr,o,182,40
uecdtri,u,336,61
uecdtri,c,500,84
uecdtri,t,518,89
uecdtri,i,564,96
lbevtar,t,437,82
lbevtar,a,563,117
lbevtar,v,258,47
lbevtar,b,334,67
lbevtar,l,443,86
weonrpk,k,105,30
weonrpk,p,159,44
weonrpk,n,125,33
weonrpk,o,195,53
weonrpk,w,117,30
lydntam,m,96,22
lydntam,a,155,38
lydntam,t,47,10
lydntam,n,83,17
lydntam,d,83,16
lydntam,y,96,19
lydntam,l,85,20
yecohrp,p,222,54
yecohrp,o,198,48
yecohrp,h,168,35
yecohrp,c,196,38
yecohrp,y,117,24
lybedni,i,308,63
lybedni,n,191,38
lybedni,b,225,42
lybedni,y,96,22
lybedni,l,304,62
wuenari,i,132,28
wuenari,a,144,36
wuenari,n,157,37
wuenari,u,69,14
wuenari,w,120,30
uedntai,i,419,72
uedntai,t,610,107
uedntai,a,446,71
uedntai,n,688,116
uedntai,u,335,54
yuedhar,u,77,17
yuedhar,a,279,62
yuedhar,h,183,37
yuedhar,y,121,29
lbdnrgi,l,169,28
lbdnrgi,d,224,37
lbdnrgi,b,159,25
lbdnrgi,r,197,34
lecdopi,i,304,64
lecdopi,p,324,74
lecdopi,o,388,87
lecdopi,c,261,57
lecdopi,l,406,93
edovahr,a,300,63
edovahr,v,185,36
edovahr,h,233,45
edovahr,o,280,57
ldohrgi,i,63,19
ldohrgi,g,58,17
ldohrgi,r,68,20
ldohrgi,h,44,9
ldohrgi,o,82,26
ldohrgi,d,69,23
ldohrgi,l,61,22
uednarg,u,378,67
uednarg,a,775,134
uednarg,n,734,117
uednarg,g,787,130
ruechnm,m,74,15
ruechnm,n,98,16
ruechnm,h,98,17
ruechnm,c,119,21
ruechnm,u,128,25
gecdapk,k,66,17
gecdapk,p,126,33
gecdapk,a,162,39
gecdapk,c,120,27
gecdapk,g,99,23
lkycnri,i,84,25
lkycnri,r,27,6
lkycnri,n,46,12
lkycnri,c,66,15
lkycnri,y,53,11
lkycnri,k,50,17
lkycnri,l,52,13
recntam,m,335,70
recntam,n,499,90
recntam,a,738,149
recntam,t,625,119
recntam,c,414,75
echtarp,p,342,77
echtarp,a,757,160
echtarp,t,672,129
echtarp,h,455,89
echtarp,c,525,98
lbecami,i,214,47
lbecami,m,240,61
lbecami,a,281,70
lbecami,c,200,41
lbecami,e,257,60
lbecami,b,244,52
lbecami,l,286,69
lmbeoki,i,90,27
lmbeoki,k,47,17
lmbeoki,o,89,30
lmbeoki,e,114,33
lmbeoki,b,111,31
lmbeoki,m,84,26
lmbeoki,l,109,39
ubecdta,a,261,58
ubecdta,t,261,57
ubecdta,c,194,34
ubecdta,b,216,50
ubecdta,u,211,45
wbeotar,a,312,73
wbeotar,t,367,81
wbeotar,o,279,62
wbeotar,b,234,56
wbeotar,w,157,34
lyubhag,g,69,15
lyubhag,a,74,22
lyubhag,h,37,9
lyubhag,b,72,17
lyubhag,u,79,20
lyubhag,y,86,17
lyubhag,l,90,29
lecntar,n,505,96
lecntar,a,851,166
lecntar,t,756,139
lecntar,c,504,92
lecntar,l,471,90
uecdrpi,u,232,47
uecdrpi,c,351,64
uecdrpi,p,355,68
uecdrpi,i,397,74
ucntkgi,u,110,20
ucntkgi,c,88,17
ucntkgi,t,152,28
ucntkgi,k,76,17
eovntri,i,454,74
eovntri,t,578,106
eovntri,v,332,53
eovntri,n,472,84
eovntri,o,308,62
ujeconr,n,204,36
ujeconr,o,208,39
ujeconr,c,208,35
ujeconr,j,60,8
ujeconr,u,168,28
uedntam,m,420,85
uedntam,t,472,92
uedntam,a,589,109
uedntam,n,624,110
uedntam,u,268,50
fentami,i,288,63
fentami,m,262,62
fentami,a,305,65
fentami,t,344,75
fentami,n,357,70
fentami,e,351,81
fentami,f,100,25
ruedhtm,u,249,51
ruedhtm,t,232,52
ruedhtm,h,142,30
ruedhtm,m,235,45
fuodnrp,p,74,21
fuodnrp,r,99,29
fuodnrp,n,91,21
fuodnrp,d,90,27
fuodnrp,o,127,41
fuodnrp,u,89,23
fuodnrp,f,57,18
lmeorgi,i,231,49
lmeorgi,g,225,46
lmeorgi,m,183,45
lmeorgi,o,175,46
lmeorgi,l,183,49
gcnarzi,c,146,26
gcnarzi,z,87,15
gcnarzi,a,328,58
gcnarzi,r,244,44
econtmp,p,172,35
econtmp,m,232,43
econtmp,t,305,57
econtmp,n,287,54
econtmp,o,332,73
econtmp,c,228,36
econtmp,e,329,73
luednta,t,496,91
luednta,a,553,104
luednta,n,545,98
luednta,u,373,69
luednta,l,438,88
fedontm,m,196,46
fedontm,t,301,67
fedontm,n,282,60
fedontm,o,302,74
fedontm,f,128,27
ecovarg,g,156,36
ecovarg,a,168,44
ecovarg,v,135,30
ecovarg,o,122,28
ecovarg,c,107,24
lfetari,i,660,130
lfetari,a,668,132
lfetari,t,745,146
lfetari,l,661,134
lfetari,f,509,113
bedhtri,i,483,94
bedhtri,t,418,78
bedhtri,h,211,41
bedhtri,b,241,46
fedntgi,t,488,88
fedntgi,f,316,54
eovntgi,t,363,66
eovntgi,v,174,30
eovntgi,o,208,44
eovntgi,e,315,64
wfuedag,g,139,30
wfuedag,a,125,29
wfuedag,u,64,14
wfuedag,f,72,17
wfuedag,w,82,16
luycqki,i,57,13
luycqki,k,57,14
luycqki,q,24,3
luycqki,c,68,16
luycqki,y,50,10
luycqki,u,50,11
luycqki,l,58,14
lfuecna,a,164,42
lfuecna,n,154,34
lfuecna,c,121,30
lfuecna,e,151,39
lfuecna,u,102,25
lfuecna,f,108,30
lfuecna,l,170,49
evntrpi,i,568,95
evntrpi,p,358,62
evntrpi,t,543,91
evntrpi,v,296,47
evntrpi,n,434,75
bcohmpi,i,62,12
bcohmpi,p,57,15
bcohmpi,m,63,14
bcohmpi,h,65,15
bcohmpi,o,85,23
bcohmpi,c,79,17
bcohmpi,b,38,9
bedotgi,i,214,43
bedotgi,g,165,31
bedotgi,t,196,44
bedotgi,o,200,43
bedotgi,b,215,44
gcnakpi,k,169,26
gcnakpi,c,198,29
gcnakpi,p,238,38
gcnakpi,a,258,42
ledovar,a,399,87
ledovar,l,533,107
ledovar,o,420,88
ledovar,v,411,75
luecohn,n,123,30
luecohn,h,101,22
luecohn,o,131,36
luecohn,c,147,33
luecohn,e,122,31
luecohn,u,53,14
luecohn,l,107,30
lecohar,a,301,70
lecohar,o,286,60
lecohar,h,251,54
lecohar,c,360,72
lecohar,l,299,68
lecohna,a,220,54
lecohna,n,221,53
lecohna,h,176,37
lecohna,o,235,58
lecohna,c,275,59
lecohna,e,227,57
lecohna,l,216,56
wbedtar,a,693,144
wbedtar,t,474,90
wbedtar,w,262,54
wbedtar,b,386,78
uyecnrg,g,114,21
uyecnrg,n,152,25
uyecnrg,c,56,9
uyecnrg,u,126,24
uyecnrg,y,92,15
ubednri,u,321,61
ubednri,n,433,81
ubednri,i,418,78
ubednri,b,310,58
ecntaxp,p,133,32
ecntaxp,x,54,11
ecntaxp,a,197,45
ecntaxp,t,185,41
ecntaxp,n,187,39
ecntaxp,c,150,30
ecntaxp,e,228,54
ychtari,i,158,32
ychtari,r,189,41
ychtari,a,259,57
ychtari,t,235,49
ychtari,h,152,34
ychtari,c,221,46
ychtari,y,99,22
rbenamg,g,334,66
rbenamg,m,254,53
rbenamg,a,460,104
rbenamg,n,302,60
rbenamg,b,195,45
lehtmgi,i,160,42
lehtmgi,g,103,20
lehtmgi,m,86,27
lehtmgi,t,173,45
lehtmgi,h,111,24
lehtmgi,e,167,46
lehtmgi,l,131,37
lubeodz,z,63,12
lubeodz,o,184,43
lubeodz,b,225,49
lubeodz,u,164,33
lubeodz,l,246,55
cntargi,c,344,52
cntargi,t,561,88
cntargi,a,737,119
cntargi,r,545,86
uodnarg,g,120,33
uodnarg,r,152,40
uodnarg,a,149,37
uodnarg,n,141,33
uodnarg,d,139,35
uodnarg,o,144,40
uodnarg,u,73,18
lbecamk,k,70,23
lbecamk,m,137,37
lbecamk,a,206,62
lbecamk,c,103,27
lbecamk,e,180,52
lbecamk,b,157,38
lbecamk,l,177,50
wglnmpi,l,104,19
wglnmpi,w,78,13
wglnmpi,m,89,17
wglnmpi,p,126,22
eonvtai,i,364,55
eonvtai,a,352,56
eonvtai,t,439,73
eonvtai,v,228,38
eonvtai,n,458,84
eonvtai,o,278,48
eonvtai,e,331,64
ecdhnki,i,256,58
ecdhnki,k,165,37
ecdhnki,n,191,40
