letters,required,score,words
lydohrg,y,103,21
lydohrg,l,100,23
kyectri,i,230,46
kyectri,k,138,27
kyectri,t,195,39
kyectri,c,171,31
kyectri,y,65,13
lfunxgi,u,122,24
lfunxgi,l,151,29
lfunxgi,f,121,22
lfunxgi,x,38,6
lyjongi,y,75,15
lyjongi,l,178,35
lyjongi,o,195,41
lyjongi,j,78,12
lfuecng,g,58,15
lfuecng,n,64,13
lfuecng,c,43,10
lfuecng,e,80,22
lfuecng,u,79,23
lfuecng,f,78,20
lfuecng,l,91,29
ycnargi,y,124,25
ycnargi,c,172,31
uedvnti,v,206,36
uedvnti,u,196,36
lyentam,n,242,51
lyentam,y,135,26
fluehta,a,183,49
fluehta,t,219,56
fluehta,h,99,30
fluehta,e,210,55
fluehta,u,77,21
fluehta,l,196,55
fluehta,f,135,38
ludnari,i,94,29
ludnari,r,104,29
ludnari,a,124,38
ludnari,n,85,22
ludnari,d,96,26
ludnari,u,84,21
ludnari,l,108,34
lyovrgi,i,73,18
lyovrgi,g,90,21
lyovrgi,r,73,18
lyovrgi,v,37,6
lyovrgi,o,87,23
lyovrgi,y,67,15
lyovrgi,l,75,20
lueonmi,i,159,36
lueonmi,m,137,37
lueonmi,n,169,43
lueonmi,o,108,32
lueonmi,e,134,37
lueonmi,u,90,18
lueonmi,l,132,38
luyohrg,g,68,17
luyohrg,r,76,19
luyohrg,h,58,12
luyohrg,o,87,22
luyohrg,y,77,17
luyohrg,u,55,15
luyohrg,l,74,19
ubeqtri,i,213,36
ubeqtri,t,230,44
ubeqtri,q,100,14
ubeqtri,b,153,29
ubeqtri,u,188,34
beonari,i,208,39
beonari,a,219,54
beonari,n,244,57
beonari,o,168,42
lbectap,c,155,31
lbectap,b,160,36
ucontmi,i,194,36
ucontmi,m,146,28
ucontmi,t,176,38
ucontmi,n,246,49
ucontmi,o,240,48
ucontmi,c,174,30
ucontmi,u,153,28
fyedngi,y,145,26
fyedngi,f,226,37
umdnrgi,u,218,35
umdnrgi,d,207,36
umdnrgi,m,133,22
umdnrgi,r,236,42
luycotr,r,110,28
luycotr,t,109,34
luycotr,o,133,41
luycotr,c,95,24
luycotr,y,73,15
luycotr,u,95,25
luycotr,l,93,28
uedohrg,u,177,39
uedohrg,h,138,29
ryodtmi,i,85,20
ryodtmi,m,79,20
ryodtmi,t,102,30
ryodtmi,d,97,25
ryodtmi,o,111,37
ryodtmi,y,74,15
ryodtmi,r,66,25
wedonta,w,198,48
ybeoarp,p,197,48
ybeoarp,a,192,48
ybeoarp,o,125,33
ybeoarp,b,129,34
ybeoarp,y,146,32
ovntagi,v,154,20
lyntaki,i,131,37
lyntaki,k,55,18
lyntaki,a,144,34
lyntaki,t,124,31
lyntaki,n,131,34
lyntaki,y,116,23
lyntaki,l,100,30
lubntgi,u,242,45
lubntgi,t,234,44
lubntgi,l,244,48
lubntgi,b,181,32
uohntag,g,127,32
uohntag,a,107,31
uohntag,t,143,43
uohntag,n,97,30
uohntag,h,98,24
uohntag,o,113,34
uohntag,u,112,29
luyoarp,p,177,46
luyoarp,r,149,33
luyoarp,a,197,42
luyoarp,o,155,38
luyoarp,y,162,31
luyoarp,u,82,21
luyoarp,l,205,49
beovtai,i,56,13
beovtai,a,76,22
beovtai,t,93,28
beovtai,v,37,9
beovtai,o,69,19
beovtai,e,70,23
beovtai,b,84,26
lyedhar,h,237,48
ubdnrgi,u,250,44
ubdnrgi,b,190,34
lfueohp,p,68,26
lfueohp,h,60,16
lfueohp,o,74,27
lfueohp,e,79,26
lfueohp,u,36,13
lfueohp,f,39,16
lfueohp,l,94,37
rchnami,i,182,40
rchnami,m,135,29
rchnami,a,199,44
rchnami,n,131,26
rchnami,h,103,22
rchnami,c,164,34
rchnami,r,128,28
luyntar,r,197,37
luyntar,a,247,51
luyntar,t,190,38
luyntar,n,178,34
luyntar,y,150,27
luyntar,u,166,33
luyntar,l,167,30
behtrgi,g,184,35
behtrgi,h,214,39
behtrgi,b,161,32
fuyetrp,p,194,42
fuyetrp,t,178,38
fuyetrp,u,150,33
fuyetrp,y,107,22
fuyetrp,f,109,26
yehntap,p,136,34
yehntap,a,187,46
yehntap,t,187,47
yehntap,n,170,36
yehntap,h,126,30
yehntap,e,210,53
yehntap,y,117,23
uecdotm,m,178,43
uecdotm,t,219,52
uecdotm,o,233,55
uecdotm,c,165,33
uecdotm,u,121,26
geconzi,c,109,22
geconzi,z,70,14
geconzi,o,165,36
geconzi,e,101,25
ecdotam,c,226,47
leonari,i,222,51
leonari,a,216,57
leonari,o,151,43
uqnakgi,u,42,7
uqnakgi,q,15,2
uqnakgi,k,37,8
uqnakgi,a,81,15
edhntak,k,75,21
edhntak,h,135,34
recdkpi,k,222,47
uontarg,g,197,42
uontarg,n,208,46
uontarg,o,228,55
uontarg,u,163,36
edhnrgi,h,236,43
luybdar,r,104,29
luybdar,a,132,39
luybdar,d,107,30
luybdar,b,103,32
luybdar,y,135,31
luybdar,u,111,31
luybdar,l,144,37
wlntkgi,k,102,22
wlntkgi,t,199,38
wlntkgi,l,172,34
wlntkgi,w,144,27
guohtrp,p,68,19
guohtrp,r,139,34
guohtrp,t,169,41
guohtrp,h,110,23
guohtrp,o,184,47
guohtrp,u,140,34
guohtrp,g,102,19
ukqnrgi,u,88,15
ukqnrgi,q,29,3
ukqnrgi,k,49,10
ukqnrgi,r,105,19
peotrzi,z,53,8
peotrzi,o,229,51
wlyonam,m,114,29
wlyonam,a,196,48
wlyonam,n,123,31
wlyonam,o,155,40
wlyonam,y,153,32
wlyonam,l,168,41
wlyonam,w,110,24
yctnari,i,216,41
yctnari,r,216,45
yctnari,n,218,42
yctnari,c,195,36
yctnari,y,134,29
wecdhtr,c,173,28
wecdhtr,t,244,41
wecdhtr,w,182,35
wecdhtr,h,208,38
wehvtar,v,84,19
wehvtar,h,234,51
wehvtar,w,169,38
uyctvai,i,76,13
uyctvai,a,92,17
uyctvai,v,47,7
uyctvai,t,77,15
uyctvai,c,91,16
uyctvai,y,58,9
uyctvai,u,32,6
lueqdti,i,221,50
lueqdti,t,190,43
lueqdti,q,96,16
lueqdti,u,181,37
lueqdti,l,229,51
weovnrg,g,168,35
weovnrg,n,164,36
weovnrg,v,133,26
weovnrg,o,167,42
weovnrg,w,101,24
lgonazi,o,244,48
lgonazi,z,115,16
lmdargi,i,127,40
lmdargi,g,92,26
lmdargi,r,164,42
lmdargi,a,196,55
lmdargi,d,107,30
lmdargi,m,153,35
lmdargi,l,132,37
lfuenta,u,173,38
lfuenta,f,225,49
eohtrzi,i,165,31
eohtrzi,z,44,7
eohtrzi,o,162,37
eohtrzi,h,181,34
ledaxmp,m,172,42
ledaxmp,x,44,9
bcdhnak,k,32,10
bcdhnak,a,72,18
bcdhnak,n,60,14
bcdhnak,h,25,7
bcdhnak,d,38,7
bcdhnak,c,44,8
bcdhnak,b,50,9
ecdhntr,h,229,37
echtnam,m,243,48
lcntapi,p,195,42
lcntapi,n,218,44
lcntapi,c,248,46
lcntapi,l,240,53
ludargi,i,78,26
ludargi,g,81,26
ludargi,r,122,36
ludargi,a,105,35
ludargi,d,99,29
ludargi,u,79,20
ludargi,l,105,35
wldntai,i,110,37
wldntai,a,106,34
wldntai,t,92,29
wldntai,n,96,27
wldntai,d,48,16
wldntai,l,69,27
wldntai,w,56,21
lubenrg,g,137,33
lubenrg,n,111,25
lubenrg,b,155,38
lubenrg,u,211,53
lubenrg,l,150,39
rconami,i,250,48
rconami,r,242,51
lymearp,m,188,46
lybtami,i,111,31
lybtami,m,77,24
lybtami,a,145,41
lybtami,t,96,23
lybtami,b,98,24
lybtami,y,90,18
lybtami,l,126,38
ecovtar,v,201,39
lfeargi,g,223,48
rlfyoam,m,165,41
rlfyoam,o,225,55
rlfyoam,y,179,34
rlfyoam,f,107,28
rlfyoam,l,201,45
rlfyoam,r,187,43
luyeqni,i,65,14
luyeqni,n,71,14
luyeqni,q,61,9
luyeqni,e,78,17
luyeqni,y,30,6
luyeqni,u,70,14
luyeqni,l,51,14
uecdvni,v,202,34
uecdvni,c,193,32
uecdvni,u,171,28
yjedovr,y,64,16
yjedovr,v,130,25
yjedovr,o,164,35
yjedovr,j,42,6
rlyeamk,k,94,24
rlyeamk,m,201,46
rlyeamk,a,247,63
rlyeamk,y,160,34
rlyeamk,l,162,44
glbntzi,t,134,25
glbntzi,l,128,25
glbntzi,b,80,13
glbntzi,z,39,6
echntki,i,247,55
echntki,k,144,31
echntki,t,244,51
echntki,n,212,46
echntki,h,223,45
echntki,c,206,43
echntki,e,249,51
bcdtari,i,222,43
bcdtari,r,190,44
bcdtari,t,190,37
bcdtari,d,128,28
bcdtari,c,193,34
bcdtari,b,112,24
luedona,o,186,48
luedona,u,227,46
wlbedog,g,211,44
wlbedog,w,199,41
lecohri,o,227,49
lecohri,h,243,48
uecntrp,p,233,45
uecntrp,c,176,32
lumeaki,i,62,19
lumeaki,k,62,18
lumeaki,a,81,26
lumeaki,e,86,28
lumeaki,m,96,34
lumeaki,u,67,15
lumeaki,l,115,38
lubcdki,i,42,12
lubcdki,k,34,12
lubcdki,d,29,7
lubcdki,c,43,13
lubcdki,b,32,10
lubcdki,u,45,15
lubcdki,l,48,18
uecoarg,g,143,37
uecoarg,a,141,39
uecoarg,o,115,27
uecoarg,c,112,25
uecoarg,u,103,25
lbeovai,i,148,33
lbeovai,a,172,40
lbeovai,v,165,38
lbeovai,o,83,25
lbeovai,e,204,50
lbeovai,b,183,44
lbeovai,l,238,63
luednpk,k,144,33
luednpk,p,180,40
luednpk,n,229,44
luednpk,u,226,49
luednpk,l,205,42
lymoarp,p,175,45
lymoarp,r,222,47
lymoarp,m,188,46
lymoarp,y,231,42
yecotxr,x,48,8
yecotxr,t,182,39
yecotxr,o,177,38
yecotxr,c,123,21
yecotxr,y,54,11
uecdrpk,u,198,46
uecdrpk,c,193,39
uecdrpk,p,213,47
uecdrpk,k,90,23
lybvari,i,111,28
lybvari,r,99,24
lybvari,a,138,38
lybvari,v,70,14
lybvari,b,61,16
lybvari,y,68,16
lybvari,l,118,31
uecdonp,p,227,50
uecdonp,u,219,42
letamgi,i,238,52
letamgi,g,239,45
lycodti,i,148,36
lycodti,t,101,29
lycodti,d,128,30
lycodti,o,137,41
lycodti,c,120,28
lycodti,y,124,26
lycodti,l,153,47
bodnari,i,153,33
bodnari,r,227,58
bodnari,a,246,57
bodnari,n,207,46
bodnari,d,192,46
bodnari,o,214,50
bodnari,b,200,46
yntamgi,y,79,16
yntamgi,m,247,45
funtrgi,f,167,29
lubnmgi,u,209,36
lubnmgi,l,206,39
lubnmgi,b,174,29
lubnmgi,m,160,27
uyntmgi,u,188,31
uyntmgi,t,185,34
uyntmgi,y,109,19
uyntmgi,m,135,24
fntargi,f,238,43
ubeqnta,a,148,38
ubeqnta,t,163,43
ubeqnta,n,148,32
ubeqnta,q,50,8
ubeqnta,e,156,40
ubeqnta,b,80,27
ubeqnta,u,114,28
ovntmgi,t,189,35
ovntmgi,v,55,7
ovntmgi,o,195,38
ovntmgi,m,117,23
luydong,g,70,20
luydong,n,66,20
luydong,o,101,30
luydong,d,81,21
luydong,y,100,20
luydong,u,62,19
luydong,l,92,28
lfbodni,i,69,19
lfbodni,n,60,17
lfbodni,d,62,19
lfbodni,o,96,33
lfbodni,b,73,18
lfbodni,f,43,13
lfbodni,l,78,25
fyetrpi,p,241,48
fyetrpi,y,144,28
fyetrpi,f,171,37
hvntrgi,t,152,28
hvntrgi,v,41,5
hvntrgi,h,110,20
hvntrgi,r,93,17
ledhnam,h,153,30
ecdnarz,z,54,12
uevnrgi,u,205,34
ycnakpi,i,112,26
ycnakpi,p,75,17
ycnakpi,k,79,21
ycnakpi,a,105,22
ycnakpi,n,119,25
ycnakpi,c,99,21
ycnakpi,y,85,18
lfyvngi,y,81,14
lfyvngi,l,103,18
lfyvngi,v,64,9
lfyvngi,f,87,14
ycvnarg,g,62,15
ycvnarg,r,94,23
ycvnarg,a,120,30
ycvnarg,n,86,18
ycvnarg,v,42,7
ycvnarg,c,67,13
ycvnarg,y,101,22
lfechdi,h,143,32
lfechdi,c,195,40
lfechdi,l,239,56
lfechdi,f,147,34
beontam,b,212,51
uqntapi,i,99,24
uqntapi,p,66,19
uqntapi,a,87,22
uqntapi,t,107,29
uqntapi,n,113,26
uqntapi,q,37,7
uqntapi,u,71,20
lyvntai,i,203,44
lyvntai,a,221,46
lyvntai,t,155,32
lyvntai,n,182,36
lyvntai,v,120,22
lyvntai,y,142,25
lyvntai,l,164,37
fuyenri,i,161,35
fuyenri,n,152,30
fuyenri,u,110,21
fuyenri,y,95,18
fuyenri,f,171,38
lyeodag,y,247,45
wlhnagi,l,212,41
wlhnagi,w,187,32
wlhnagi,h,91,17
codnagi,c,247,41
codnagi,d,236,40
wfeotrk,k,70,18
wfeotrk,t,209,48
wfeotrk,o,209,50
wfeotrk,f,137,31
wfeotrk,w,133,29
reohamk,k,88,23
reohamk,m,154,40
reohamk,a,162,44
reohamk,o,113,29
reohamk,h,81,21
lehtrpi,h,183,37
lehtrpi,l,222,53
becoamk,k,63,21
becoamk,m,125,35
becoamk,a,138,36
becoamk,o,121,33
becoamk,c,88,25
becoamk,e,98,30
becoamk,b,125,31
ecnxrpi,i,225,41
ecnxrpi,p,228,41
ecnxrpi,x,48,5
ecnxrpi,n,114,19
ecnxrpi,c,146,24
eovnkgi,k,106,23
eovnkgi,v,69,14
eovnkgi,o,105,25
eovnkgi,e,129,31
ucdnagi,u,102,15
ucdnagi,c,121,19
ucdnagi,d,161,26
ucdnagi,a,179,30
ubecdon,c,206,38
ubecdon,b,137,29
ubecdon,u,204,37
uontari,u,137,31
glyohnp,p,83,23
glyohnp,n,64,15
glyohnp,h,44,9
glyohnp,o,112,36
glyohnp,y,95,19
glyohnp,l,98,26
glyohnp,g,44,11
edohari,o,234,48
luecdhk,k,130,27
luecdhk,h,122,25
luecdhk,c,169,34
luecdhk,u,200,42
luecdhk,l,198,43
beconmi,i,158,32
beconmi,m,152,35
beconmi,n,185,44
beconmi,o,175,44
beconmi,c,160,32
beconmi,e,138,34
beconmi,b,73,18
eovtarp,v,141,32
bedntag,g,245,48
ludntgi,u,199,36
ludntgi,t,188,36
ludntgi,l,199,40
ludntgi,d,154,27
lfyorgi,i,81,22
lfyorgi,g,99,27
lfyorgi,r,80,22
lfyorgi,o,113,34
lfyorgi,y,83,20
lfyorgi,f,77,22
lfyorgi,l,110,30
ryeconm,m,162,36
ryeconm,n,175,37
ryeconm,o,236,54
ryeconm,c,184,34
ryeconm,y,92,17
ectaxri,x,85,15
jchakgi,i,47,10
jchakgi,g,16,2
jchakgi,k,35,8
jchakgi,a,34,6
jchakgi,h,41,9
jchakgi,c,43,10
jchakgi,j,22,3
lcotaki,i,155,38
lcotaki,k,83,26
lcotaki,a,204,47
lcotaki,t,180,50
lcotaki,o,153,47
lcotaki,c,212,55
lcotaki,l,202,60
uectxri,i,158,30
uectxri,x,52,10
uectxri,t,216,43
uectxri,c,163,33
uectxri,u,132,27
ubcohtk,k,63,16
ubcohtk,t,84,23
ubcohtk,h,85,20
ubcohtk,o,109,32
ubcohtk,c,103,22
ubcohtk,b,60,15
ubcohtk,u,81,19
wechngi,c,114,22
wechngi,w,125,24
wechngi,h,158,32
wechngi,e,135,29
econvta,a,249,52
econvta,v,99,24
odntrgi,t,241,51
odntrgi,d,244,46
lbentak,k,110,31
lbentak,n,202,48
lbentak,b,184,48
lfubedm,m,190,36
lfubedm,b,239,45
lfubedm,f,180,40
mbodhri,i,51,9
mbodhri,r,64,17
mbodhri,h,41,7
mbodhri,d,52,15
mbodhri,o,86,26
mbodhri,b,49,13
mbodhri,m,56,15
lbecark,k,177,43
lbecark,c,217,45
bentamk,k,50,15
bentamk,m,127,33
bentamk,a,203,56
bentamk,t,174,44
bentamk,n,160,37
bentamk,e,209,63
bentamk,b,104,28
eontxri,x,70,12
eontxri,o,236,52
lybenar,n,156,36
lybenar,y,178,40
gohtarp,p,112,29
gohtarp,r,171,42
gohtarp,a,162,42
gohtarp,t,167,44
gohtarp,h,80,19
gohtarp,o,162,43
gohtarp,g,60,14
ubodtag,g,51,12
ubodtag,a,82,25
ubodtag,t,86,28
ubodtag,d,45,13
ubodtag,o,104,30
ubodtag,b,65,18
ubodtag,u,67,20
beconak,k,89,28
beconak,a,138,34
beconak,n,150,43
beconak,o,159,43
beconak,c,128,32
beconak,e,85,32
beconak,b,119,32
luybcpi,i,57,13
luybcpi,p,51,12
luybcpi,c,45,9
luybcpi,b,52,12
luybcpi,y,58,10
luybcpi,u,69,17
luybcpi,l,70,21
rwfeonm,m,99,28
rwfeonm,n,92,24
rwfeonm,o,148,42
rwfeonm,f,116,24
rwfeonm,w,89,23
bovtari,i,141,27
bovtari,r,194,42
bovtari,a,203,41
bovtari,t,196,43
bovtari,v,54,7
bovtari,o,164,38
bovtari,b,130,27
echnami,i,209,44
echnami,m,207,47
echnami,a,217,48
echnami,n,248,50
echnami,h,110,21
echnami,c,230,46
echnami,e,207,47
rcohamp,p,111,34
rcohamp,m,128,35
rcohamp,a,175,45
rcohamp,h,124,28
rcohamp,o,195,49
rcohamp,c,170,40
rcohamp,r,146,40
gdntapi,d,126,22
gdntapi,p,235,43
rlbeoam,o,250,66
luecdnk,k,184,37
luecdnk,n,209,40
luecdnk,c,143,29
luecdnk,l,229,44
gentmzi,t,216,44
gentmzi,e,224,49
gentmzi,m,153,33
gentmzi,z,56,8
lyeohtg,g,71,15
lyeohtg,t,102,25
lyeohtg,h,105,23
lyeohtg,o,132,33
lyeohtg,e,135,32
lyeohtg,y,88,16
lyeohtg,l,116,33
rlyonam,m,207,51
rlyonam,n,118,34
rlyonam,o,234,60
rlyonam,y,192,39
rlyonam,l,177,41
rlyonam,r,185,42
mecarpi,m,248,59
lyberzi,i,119,24
lyberzi,z,35,4
lyberzi,b,125,24
lyberzi,y,69,15
lyberzi,l,100,26
ecdhvai,i,222,50
ecdhvai,a,182,41
ecdhvai,v,142,31
ecdhvai,h,121,28
ecdhvai,c,223,45
wyodark,k,74,15
wyodark,r,152,38
wyodark,a,130,30
wyodark,d,149,35
wyodark,o,137,34
wyodark,y,123,25
wyodark,w,121,24
kecnari,i,209,43
kecnari,k,150,35
kecnari,n,218,50
kecnari,c,243,51
wluenag,g,148,37
wluenag,a,177,48
wluenag,n,118,32
wluenag,e,162,41
wluenag,u,80,19
wluenag,l,160,45
wluenag,w,69,19
ucdovti,i,63,11
ucdovti,t,58,13
ucdovti,v,41,7
ucdovti,o,74,16
ucdovti,d,66,13
ucdovti,c,39,7
ucdovti,u,34,7
cdhntgi,c,133,24
cdhntgi,t,176,32
cdhntgi,d,96,17
cdhntgi,h,165,34
luydagi,i,75,18
luydagi,g,84,20
luydagi,a,89,23
luydagi,d,94,25
luydagi,y,118,25
luydagi,u,47,14
luydagi,l,128,39
ecdonrk,k,219,49
lfyenti,y,137,24
lfyenti,f,190,44
lfyenti,l,239,56
lbcnagi,c,247,37
lbcnagi,b,248,41
lyconai,i,227,41
lyconai,n,245,49
lyconai,o,218,51
lyconai,y,187,34
ueotarg,u,184,44
ecdontp,p,236,49
lymotrp,p,110,30
lymotrp,r,105,28
lymotrp,t,100,28
lymotrp,o,173,56
lymotrp,m,66,18
lymotrp,y,80,16
lymotrp,l,88,26
lmeorpi,m,218,56
lmeorpi,o,208,59
lmeorpi,l,200,56
uyconap,p,85,21
uyconap,a,112,21
uyconap,n,96,21
uyconap,o,97,24
uyconap,c,105,20
uyconap,y,96,18
uyconap,u,55,12
weonari,i,149,31
weonari,a,165,41
weonari,n,168,44
weonari,o,109,26
weonari,w,176,42
wlbongi,w,202,33
uqntagi,u,164,27
uqntagi,q,64,8
uqntagi,a,243,42
bechngi,c,83,16
bechngi,h,105,20
bechngi,e,159,30
bechngi,b,109,18
fconrgi,c,166,29
fconrgi,f,151,26
fconrgi,r,216,38
lecdoak,k,193,42
ecdotmp,p,180,41
ecdotmp,m,207,50
ecdotmp,t,228,50
ecdotmp,c,143,29
uknamgi,u,100,15
uknamgi,a,234,42
uknamgi,k,71,14
uknamgi,m,220,39
yecdovn,v,104,19
yecdovn,n,217,44
yecdovn,o,242,48
yecdovn,c,206,36
yecdovn,y,91,17
bectaki,i,118,25
bectaki,k,76,22
bectaki,a,148,37
bectaki,t,125,33
bectaki,c,114,24
bectaki,e,81,28
bectaki,b,106,28
lcontmi,i,182,45
lcontmi,m,117,28
lcontmi,t,151,39
lcontmi,n,170,38
lcontmi,o,204,56
lcontmi,c,155,32
lcontmi,l,109,37
wbcodri,i,39,7
wbcodri,r,59,17
wbcodri,d,45,13
wbcodri,o,70,20
wbcodri,c,46,9
wbcodri,b,30,8
wbcodri,w,34,8
lydvtai,i,166,40
lydvtai,a,138,33
lydvtai,t,86,20
lydvtai,v,109,21
lydvtai,d,135,30
lydvtai,y,141,27
lydvtai,l,154,38
lybtari,i,217,44
lybtari,r,209,41
lybtari,t,226,42
lybtari,b,174,31
lybtari,y,181,31
lybtari,l,179,40
wontkgi,k,114,27
wontkgi,t,210,41
wontkgi,w,183,36
wontkgi,o,225,49
lfuevnt,t,137,30
lfuevnt,n,127,23
lfuevnt,v,81,12
lfuevnt,e,180,41
lfuevnt,u,100,21
lfuevnt,f,103,23
lfuevnt,l,147,32
cntarpi,p,134,33
cntarpi,r,200,42
cntarpi,n,219,40
cntarpi,c,218,39
cohntgi,h,229,44
luyqdti,i,70,19
luyqdti,t,46,12
luyqdti,d,56,15
luyqdti,q,34,6
luyqdti,y,55,13
luyqdti,u,51,13
luyqdti,l,70,19
uecdonm,m,217,44
uecdonm,u,182,33
ecdhaki,i,175,41
ecdhaki,k,112,27
ecdhaki,a,150,33
ecdhaki,h,142,34
ecdhaki,c,227,50
yecntri,c,165,28
yecntri,y,111,20
fbnargi,f,130,24
fbnargi,b,233,41
fuconrk,k,69,20
fuconrk,r,88,21
fuconrk,n,67,16
fuconrk,o,112,31
fuconrk,c,83,21
fuconrk,u,60,14
fuconrk,f,37,11
uecdohp,p,172,41
uecdohp,o,213,49
uecdohp,h,150,32
uecdohp,c,181,38
uecdohp,u,100,21
ueovnrp,p,182,46
ueovnrp,v,138,28
ueovnrp,n,169,38
ueovnrp,o,148,41
ueovnrp,u,126,27
lydhnai,i,88,23
lydhnai,a,106,26
lydhnai,n,70,16
lydhnai,h,35,9
lydhnai,d,99,23
lydhnai,y,97,20
lydhnai,l,100,28
ohnaxgi,x,27,5
ohnaxgi,a,98,21
ohnaxgi,o,79,18
ohnaxgi,h,50,10
lfumbri,i,58,16
lfumbri,r,53,13
lfumbri,b,48,13
lfumbri,m,50,13
lfumbri,u,81,21
lfumbri,f,69,19
lfumbri,l,77,23
wedvrpi,w,201,41
yeontmp,p,139,37
yeontmp,m,136,34
yeontmp,t,182,45
yeontmp,n,156,39
yeontmp,o,184,53
yeontmp,e,203,57
yeontmp,y,94,19
lyecnai,e,194,41
lyecnai,y,173,29
ueqdtar,u,200,40
ueqdtar,q,119,17
udontgi,u,229,40
udontgi,d,223,39
leovtag,g,164,40
leovtag,a,233,57
leovtag,t,199,47
leovtag,v,99,25
leovtag,o,141,41
leovtag,e,247,59
leovtag,l,242,64
odntagi,d,242,41
wglonpi,w,190,32
wfecork,k,100,25
wfecork,o,153,38
wfecork,c,110,24
wfecork,f,89,19
wfecork,w,92,22
edvtarg,v,232,40
rfentmp,p,108,23
rfentmp,m,83,18
rfentmp,t,186,41
rfentmp,n,119,22
rfentmp,f,92,18
lbecdmi,m,181,38
lbecdmi,c,120,24
lbecdmi,b,194,35
lbecdmi,l,247,54
fybetai,i,49,14
fybetai,a,85,25
fybetai,t,106,32
fybetai,e,72,27
fybetai,b,78,23
fybetai,y,58,13
fybetai,f,68,20
reohmzi,i,87,18
reohmzi,z,25,5
reohmzi,m,95,24
reohmzi,o,96,22
reohmzi,h,55,12
fecdarp,f,218,42
fubodnm,m,44,13
fubodnm,n,79,20
fubodnm,d,67,19
fubodnm,o,85,26
fubodnm,b,49,13
fubodnm,u,77,18
fubodnm,f,48,12
leotxpi,i,149,33
leotxpi,p,150,42
leotxpi,x,60,12
leotxpi,t,173,44
leotxpi,o,130,37
leotxpi,e,183,46
leotxpi,l,178,50
lubecar,c,233,48
lubecar,u,246,57
fehodar,f,206,45
fehodar,h,197,40
edotxrp,x,88,14
wedontm,m,214,51
wedontm,w,167,37
ledhntg,g,109,23
ledhntg,t,154,32
ledhntg,n,153,32
ledhntg,h,83,17
ledhntg,l,136,29
bodnagi,a,250,45
bodnagi,d,238,41
rlfyeom,m,94,24
rlfyeom,o,125,36
rlfyeom,y,100,21
rlfyeom,l,105,32
rlfyeom,f,135,31
fyenrgi,y,112,20
recohnm,m,157,34
recohnm,n,190,40
recohnm,h,156,29
fecdark,k,130,28
fecdark,f,217,44
lycamgi,i,131,26
lycamgi,g,97,19
lycamgi,m,102,26
lycamgi,a,182,43
lycamgi,c,131,25
lycamgi,y,108,21
lycamgi,l,171,39
uontark,k,56,16
uontark,r,158,41
uontark,a,121,32
uontark,t,151,44
uontark,n,115,32
uontark,o,124,39
uontark,u,78,23
wecdohr,w,195,44
wecdohr,h,188,39
wlfongi,w,204,35
wlfongi,f,185,33
yjeontm,m,100,24
yjeontm,t,114,29
yjeontm,n,113,27
yjeontm,o,107,30
yjeontm,e,123,32
yjeontm,j,26,3
yjeontm,y,61,10
uhntkgi,u,109,20
uhntkgi,t,208,38
uhntkgi,h,144,28
uhntkgi,k,90,17
leontap,o,245,71
fecdvti,t,191,37
fecdvti,v,130,22
fecdvti,c,201,34
fecdvti,f,131,25
ruecotm,m,197,46
ruecotm,c,209,40
ruecotm,u,231,49
fcodngi,c,153,25
fcodngi,f,103,20
fcodngi,d,160,28
luyotag,g,91,25
luyotag,a,151,36
luyotag,t,125,33
luyotag,o,140,36
luyotag,y,119,21
luyotag,u,71,20
luyotag,l,160,41
rfeohtm,m,157,39
rfeohtm,h,197,38
rfeohtm,f,181,38
lovntai,v,157,27
lovntai,l,218,53
lbontai,b,218,45
lybeona,a,186,48
lybeona,n,187,48
lybeona,o,202,54
lybeona,e,176,49
lybeona,b,213,55
lybeona,y,163,34
lybeona,l,215,57
eovtaxr,x,61,9
eovtaxr,a,177,39
eovtaxr,v,123,26
eovtaxr,o,182,40
weonrpk,k,105,30
weonrpk,p,159,44
weonrpk,n,125,33
weonrpk,o,195,53
weonrpk,w,117,30
lydntam,m,96,22
lydntam,a,155,38
lydntam,t,47,10
lydntam,n,83,17
lydntam,d,83,16
lydntam,y,96,19
lydntam,l,85,20
yecohrp,p,222,54
yecohrp,o,198,48
yecohrp,h,168,35
yecohrp,c,196,38
yecohrp,y,117,24
lybedni,n,191,38
lybedni,b,225,42
lybedni,y,96,22
wuenari,i,132,28
wuenari,a,144,36
wuenari,n,157,37
wuenari,u,69,14
wuenari,w,120,30
yuedhar,u,77,17
yuedhar,h,183,37
yuedhar,y,121,29
lbdnrgi,l,169,28
lbdnrgi,d,224,37
lbdnrgi,b,159,25
lbdnrgi,r,197,34
edovahr,v,185,36
edovahr,h,233,45
ldohrgi,i,63,19
ldohrgi,g,58,17
ldohrgi,r,68,20
ldohrgi,h,44,9
ldohrgi,o,82,26
ldohrgi,d,69,23
ldohrgi,l,61,22
ruechnm,m,74,15
ruechnm,n,98,16
ruechnm,h,98,17
ruechnm,c,119,21
ruechnm,u,128,25
gecdapk,k,66,17
gecdapk,p,126,33
gecdapk,a,162,39
gecdapk,c,120,27
gecdapk,g,99,23
lkycnri,i,84,25
lkycnri,r,27,6
lkycnri,n,46,12
lkycnri,c,66,15
lkycnri,y,53,11
lkycnri,k,50,17
lkycnri,l,52,13
lbecami,i,214,47
lbecami,m,240,61
lbecami,c,200,41
lbecami,b,244,52
